,Updater Initials OR Update Complete,Details to Be Verified,2025 Info Released Yet?,Category,Name,Ages/Grades,Registration Date,Registration Status,Weeks Run,Location,Cost Per Week,Discounts Offered,Interesting Camp Sessions,Link,Notes
,NS,,,Family Camp,Annunciation Heights Catholic Camp,ALL,Open Now,,"May 22-25, 2026
June 28-July 1, 2026
July 1-4, 2026
July 26-29, 2026
Sept 4-7, 2026
",Estes Park,"Program/activity fee per family: $500 

Lodging for three nights:
Lodge Room per family: $350 
Campground space (RV) per family: $90
Campground space (tent) per family: $30

Meals during stay: 
Adult: $150 
Teen (13-17): $125
Child (5-12): $100
4 and under: FREE​",Use code WITNESS until Jan. 31 for $50 off. Use Nicole Stephan as referral to receive discount. Scholarships available as well.,,https://www.annunciationheights.org/family-camps,Video Trailer: https://www.youtube.com/watch?v=h1kLcQZpw44